,Fold,MAP,topK,l1_ratio,alpha
421,5,0.023979198419820658,998,0.00043438526283792197,0.0954851290732314
422,6,0.02330514420008584,998,0.00043438526283792197,0.0954851290732314
423,7,0.023473980259302585,998,0.00043438526283792197,0.0954851290732314
424,0,0.03098337426115779,1000,0.05470813774092297,0.001
425,1,0.030219116460537206,1000,0.05470813774092297,0.001
426,2,0.030036950144785687,1000,0.05470813774092297,0.001
427,3,0.0295944605185853,1000,0.05470813774092297,0.001
428,4,0.030054357351587027,1000,0.05470813774092297,0.001
429,5,0.031232900778219535,1000,0.05470813774092297,0.001
430,6,0.03052979337998819,1000,0.05470813774092297,0.001
431,7,0.03081092232010227,1000,0.05470813774092297,0.001
432,0,0.023390707638908714,12,0.0001746975502527099,0.2552574954984255
433,1,0.022725976925469658,12,0.0001746975502527099,0.2552574954984255
434,2,0.02285980851250938,12,0.0001746975502527099,0.2552574954984255
435,3,0.022438059130666203,12,0.0001746975502527099,0.2552574954984255
436,4,0.02302683530750186,12,0.0001746975502527099,0.2552574954984255
437,5,0.02378183822470389,12,0.0001746975502527099,0.2552574954984255
438,6,0.02275510769674204,12,0.0001746975502527099,0.2552574954984255
439,7,0.023893220628902125,12,0.0001746975502527099,0.2552574954984255
440,0,0.02014610678037624,13,0.003137716987405141,0.406941207825594
441,1,0.019655453082788137,13,0.003137716987405141,0.406941207825594
442,2,0.019712584248842667,13,0.003137716987405141,0.406941207825594
443,3,0.01945284575634777,13,0.003137716987405141,0.406941207825594
444,4,0.019890181897559922,13,0.003137716987405141,0.406941207825594
445,5,0.02044416826124874,13,0.003137716987405141,0.406941207825594
446,6,0.02009034379656952,13,0.003137716987405141,0.406941207825594
447,7,0.020476043973100468,13,0.003137716987405141,0.406941207825594
448,0,0.031002973612658,1000,0.054027185891886105,0.001
449,1,0.030252870105899318,1000,0.054027185891886105,0.001
450,2,0.030054082574858358,1000,0.054027185891886105,0.001
451,3,0.029604702834275083,1000,0.054027185891886105,0.001
452,4,0.0300387265258779,1000,0.054027185891886105,0.001
453,5,0.031233700047639822,1000,0.054027185891886105,0.001
454,6,0.030554062956786962,1000,0.054027185891886105,0.001
455,7,0.030795452385703994,1000,0.054027185891886105,0.001
456,0,0.01725686016961251,992,3.3605879351456764e-05,0.7675779253553902
457,1,0.017393958843526125,992,3.3605879351456764e-05,0.7675779253553902
458,2,0.017068988260124,992,3.3605879351456764e-05,0.7675779253553902
459,3,0.01705047438510472,992,3.3605879351456764e-05,0.7675779253553902
460,4,0.017758302979895033,992,3.3605879351456764e-05,0.7675779253553902
461,5,0.0178249030193392,992,3.3605879351456764e-05,0.7675779253553902
462,6,0.017642937117645308,992,3.3605879351456764e-05,0.7675779253553902
463,7,0.01723256850801249,992,3.3605879351456764e-05,0.7675779253553902
464,0,0.007420115391082784,69,0.012837954975035683,0.8852365961304429
465,1,0.0068768818910567514,69,0.012837954975035683,0.8852365961304429
466,2,0.008349763035408023,69,0.012837954975035683,0.8852365961304429
467,3,0.0077895166513843195,69,0.012837954975035683,0.8852365961304429
468,4,0.007549915870785138,69,0.012837954975035683,0.8852365961304429
469,5,0.0073275991687597715,69,0.012837954975035683,0.8852365961304429
470,6,0.007607787802340299,69,0.012837954975035683,0.8852365961304429
471,7,0.006926919507242785,69,0.012837954975035683,0.8852365961304429
472,0,0.031026415896494068,1000,0.05949604228338121,0.001
473,1,0.03025449640713763,1000,0.05949604228338121,0.001
474,2,0.030071603664550025,1000,0.05949604228338121,0.001
475,3,0.029549983450761916,1000,0.05949604228338121,0.001
476,4,0.030091689690665984,1000,0.05949604228338121,0.001
477,5,0.03126027377747415,1000,0.05949604228338121,0.001
478,6,0.03057814249448515,1000,0.05949604228338121,0.001
479,7,0.030782773929102197,1000,0.05949604228338121,0.001
480,0,0.029555972765547188,1000,0.0037540458528848575,0.001
481,1,0.028874331124405978,1000,0.0037540458528848575,0.001
482,2,0.029100040985923677,1000,0.0037540458528848575,0.001
483,3,0.028432066564362413,1000,0.0037540458528848575,0.001
484,4,0.028805871040111366,1000,0.0037540458528848575,0.001
485,5,0.030034091610520147,1000,0.0037540458528848575,0.001
486,6,0.029411718127671682,1000,0.0037540458528848575,0.001
487,7,0.029549305021017422,1000,0.0037540458528848575,0.001
488,0,0.0214787199109106,18,3.156162810161466e-05,0.8735479435840431
489,1,0.021385667865076983,18,3.156162810161466e-05,0.8735479435840431
490,2,0.021217631327692683,18,3.156162810161466e-05,0.8735479435840431
491,3,0.020884671604516056,18,3.156162810161466e-05,0.8735479435840431
492,4,0.021518631912378145,18,3.156162810161466e-05,0.8735479435840431
493,5,0.02242071009944175,18,3.156162810161466e-05,0.8735479435840431
494,6,0.02172528581088903,18,3.156162810161466e-05,0.8735479435840431
495,7,0.02202424903307963,18,3.156162810161466e-05,0.8735479435840431
496,0,0.031072348654299718,1000,0.0628176656639096,0.001
497,1,0.03027184888345757,1000,0.0628176656639096,0.001
498,2,0.03005006642546235,1000,0.0628176656639096,0.001
499,3,0.029613298144426797,1000,0.0628176656639096,0.001
500,4,0.030078648069011647,1000,0.0628176656639096,0.001
501,5,0.03127229447301267,1000,0.0628176656639096,0.001
502,6,0.030607182844537187,1000,0.0628176656639096,0.001
503,7,0.030841145511620646,1000,0.0628176656639096,0.001
504,0,0.01600835133840325,929,0.0054356714323878525,0.5872087080914243
505,1,0.015982806995937356,929,0.0054356714323878525,0.5872087080914243
506,2,0.016090331561987685,929,0.0054356714323878525,0.5872087080914243
507,3,0.015756153703624504,929,0.0054356714323878525,0.5872087080914243
508,4,0.016172610682498197,929,0.0054356714323878525,0.5872087080914243
509,5,0.016797719154135537,929,0.0054356714323878525,0.5872087080914243
510,6,0.01669655823352319,929,0.0054356714323878525,0.5872087080914243
511,7,0.01636780432255381,929,0.0054356714323878525,0.5872087080914243
512,0,0.03049933928531792,198,2.5375105952548225e-05,0.0018529998192419912
513,1,0.029529556840807426,198,2.5375105952548225e-05,0.0018529998192419912
514,2,0.029505978291593942,198,2.5375105952548225e-05,0.0018529998192419912
515,3,0.02938357254505139,198,2.5375105952548225e-05,0.0018529998192419912
516,4,0.02985339926641894,198,2.5375105952548225e-05,0.0018529998192419912
517,5,0.030555903752134912,198,2.5375105952548225e-05,0.0018529998192419912
518,6,0.030260005162729125,198,2.5375105952548225e-05,0.0018529998192419912
519,7,0.030456844149221143,198,2.5375105952548225e-05,0.0018529998192419912
520,0,4.8621620678386624e-05,977,0.9839118132226734,0.9914725381544844
521,1,2.844448233884223e-05,977,0.9839118132226734,0.9914725381544844
522,2,6.439972110727948e-05,977,0.9839118132226734,0.9914725381544844
523,3,4.340017958695001e-05,977,0.9839118132226734,0.9914725381544844
524,4,4.0371666300194716e-05,977,0.9839118132226734,0.9914725381544844
525,5,1.940008894839885e-05,977,0.9839118132226734,0.9914725381544844
526,6,2.0476713083716975e-05,977,0.9839118132226734,0.9914725381544844
527,7,4.754619202833133e-05,977,0.9839118132226734,0.9914725381544844
528,0,0.02518424262902579,5,0.00012224522571083367,0.001
529,1,0.02502520372186143,5,0.00012224522571083367,0.001
530,2,0.024962052688111195,5,0.00012224522571083367,0.001
531,3,0.024192690145997505,5,0.00012224522571083367,0.001
532,4,0.025273905921868157,5,0.00012224522571083367,0.001
533,5,0.02519390592678063,5,0.00012224522571083367,0.001
534,6,0.025090122084285498,5,0.00012224522571083367,0.001
535,7,0.025329750738850666,5,0.00012224522571083367,0.001
536,0,0.029191937218621403,535,0.00014666874368726062,0.001
537,1,0.02853113814244839,535,0.00014666874368726062,0.001
538,2,0.028792607301461836,535,0.00014666874368726062,0.001
539,3,0.028032339112105748,535,0.00014666874368726062,0.001
540,4,0.028981602311004266,535,0.00014666874368726062,0.001
541,5,0.029681867030057513,535,0.00014666874368726062,0.001
542,6,0.029177419712439312,535,0.00014666874368726062,0.001
543,7,0.029352737469630477,535,0.00014666874368726062,0.001
544,0,0.019711740416067835,503,1.2116055303023602e-05,0.3750973704023413
545,1,0.01961234820530551,503,1.2116055303023602e-05,0.3750973704023413
546,2,0.019561847130357208,503,1.2116055303023602e-05,0.3750973704023413
547,3,0.01932666771188171,503,1.2116055303023602e-05,0.3750973704023413
548,4,0.019960389161352877,503,1.2116055303023602e-05,0.3750973704023413
549,5,0.020273108778194094,503,1.2116055303023602e-05,0.3750973704023413
550,6,0.01979032748488003,503,1.2116055303023602e-05,0.3750973704023413
551,7,0.019693816460928756,503,1.2116055303023602e-05,0.3750973704023413
552,0,0.018102753427308684,467,0.0005083072583616787,0.5348974496095633
553,1,0.018130748303830945,467,0.0005083072583616787,0.5348974496095633
554,2,0.01795586632621656,467,0.0005083072583616787,0.5348974496095633
555,3,0.017848840523937804,467,0.0005083072583616787,0.5348974496095633
556,4,0.018580913025050747,467,0.0005083072583616787,0.5348974496095633
557,5,0.018671622137072345,467,0.0005083072583616787,0.5348974496095633
558,6,0.018577371252468514,467,0.0005083072583616787,0.5348974496095633
559,7,0.01812008422739809,467,0.0005083072583616787,0.5348974496095633
560,0,0.02570462881001563,67,0.1719522517822128,0.0056642502634535975
561,1,0.024341012475151528,67,0.1719522517822128,0.0056642502634535975
562,2,0.024805218717219125,67,0.1719522517822128,0.0056642502634535975
563,3,0.024367787422262154,67,0.1719522517822128,0.0056642502634535975
564,4,0.02486658827353467,67,0.1719522517822128,0.0056642502634535975
565,5,0.02564871792436861,67,0.1719522517822128,0.0056642502634535975
566,6,0.024933882229602057,67,0.1719522517822128,0.0056642502634535975
567,7,0.025615768325556777,67,0.1719522517822128,0.0056642502634535975
568,0,0.025338471520262487,5,0.0014788601135201553,0.001
569,1,0.025091980755961654,5,0.0014788601135201553,0.001
570,2,0.02508721286298448,5,0.0014788601135201553,0.001
571,3,0.024347706623971187,5,0.0014788601135201553,0.001
572,4,0.02533676781292719,5,0.0014788601135201553,0.001
573,5,0.025262393819827342,5,0.0014788601135201553,0.001
574,6,0.025234104416983816,5,0.0014788601135201553,0.001
575,7,0.025402931012090797,5,0.0014788601135201553,0.001
576,0,0.02913399975887498,711,2.5147188184977257e-05,0.001
577,1,0.0285772429930891,711,2.5147188184977257e-05,0.001
578,2,0.02879959139703916,711,2.5147188184977257e-05,0.001
579,3,0.02805221799385233,711,2.5147188184977257e-05,0.001
580,4,0.028846732663486512,711,2.5147188184977257e-05,0.001
581,5,0.029649761722750228,711,2.5147188184977257e-05,0.001
582,6,0.029155284116373786,711,2.5147188184977257e-05,0.001
583,7,0.029502253771860835,711,2.5147188184977257e-05,0.001
584,0,0.02518328685328488,5,1.4453934904732325e-05,0.001
585,1,0.02501347224787988,5,1.4453934904732325e-05,0.001
586,2,0.024981937142354582,5,1.4453934904732325e-05,0.001
587,3,0.024186339672720953,5,1.4453934904732325e-05,0.001
588,4,0.025265046860609982,5,1.4453934904732325e-05,0.001
589,5,0.025202662279389814,5,1.4453934904732325e-05,0.001
590,6,0.025047363286662874,5,1.4453934904732325e-05,0.001
591,7,0.025323439227350565,5,1.4453934904732325e-05,0.001
592,0,0.029034507866708685,265,0.00023218475155864835,0.001
593,1,0.02840606294575273,265,0.00023218475155864835,0.001
594,2,0.028642074327422787,265,0.00023218475155864835,0.001
595,3,0.028193785246314582,265,0.00023218475155864835,0.001
596,4,0.02892949955864055,265,0.00023218475155864835,0.001
597,5,0.029458542449119964,265,0.00023218475155864835,0.001
598,6,0.028865141919616845,265,0.00023218475155864835,0.001
599,7,0.029085222827240458,265,0.00023218475155864835,0.001
600,0,0.02909204080726183,368,4.432804995458824e-05,0.001
601,1,0.02836574883277371,368,4.432804995458824e-05,0.001
602,2,0.028812695900151588,368,4.432804995458824e-05,0.001
603,3,0.028146247757142844,368,4.432804995458824e-05,0.001
604,4,0.028907204520033397,368,4.432804995458824e-05,0.001
605,5,0.02945879963977504,368,4.432804995458824e-05,0.001
606,6,0.029111452389662642,368,4.432804995458824e-05,0.001
607,7,0.02922685171986722,368,4.432804995458824e-05,0.001
608,0,0.03108894980472063,762,0.004757148991723873,0.00261309621058982
609,1,0.030022716902006932,762,0.004757148991723873,0.00261309621058982
610,2,0.030084570762746777,762,0.004757148991723873,0.00261309621058982
611,3,0.029606021230535115,762,0.004757148991723873,0.00261309621058982
612,4,0.029866217818185544,762,0.004757148991723873,0.00261309621058982
613,5,0.031164875828352038,762,0.004757148991723873,0.00261309621058982
614,6,0.03059121956009149,762,0.004757148991723873,0.00261309621058982
615,7,0.030763241503612936,762,0.004757148991723873,0.00261309621058982
616,0,0.030090104667358487,505,0.03192243432115483,0.005125967041179928
617,1,0.028829465736359396,505,0.03192243432115483,0.005125967041179928
618,2,0.028691163215055448,505,0.03192243432115483,0.005125967041179928
619,3,0.028360017990368365,505,0.03192243432115483,0.005125967041179928
620,4,0.0288449162372573,505,0.03192243432115483,0.005125967041179928
621,5,0.029645986955290186,505,0.03192243432115483,0.005125967041179928
622,6,0.029405846711294478,505,0.03192243432115483,0.005125967041179928
623,7,0.02981384208709111,505,0.03192243432115483,0.005125967041179928
624,0,0.016023159913575617,487,0.0015508144681567206,0.9987215624979636
625,1,0.016115500545521418,487,0.0015508144681567206,0.9987215624979636
626,2,0.0160728693601171,487,0.0015508144681567206,0.9987215624979636
627,3,0.015933226594705176,487,0.0015508144681567206,0.9987215624979636
628,4,0.016279341657026828,487,0.0015508144681567206,0.9987215624979636
629,5,0.016555413902856347,487,0.0015508144681567206,0.9987215624979636
630,6,0.016776679510142542,487,0.0015508144681567206,0.9987215624979636
631,7,0.01601391620973536,487,0.0015508144681567206,0.9987215624979636
632,0,0.02119562786137844,39,1.114239432138496e-05,0.9887157341746857
633,1,0.020995552934526367,39,1.114239432138496e-05,0.9887157341746857
634,2,0.020799037066350147,39,1.114239432138496e-05,0.9887157341746857
635,3,0.020454680425497633,39,1.114239432138496e-05,0.9887157341746857
636,4,0.021307336927945283,39,1.114239432138496e-05,0.9887157341746857
637,5,0.021974709849373393,39,1.114239432138496e-05,0.9887157341746857
638,6,0.021290321942072917,39,1.114239432138496e-05,0.9887157341746857
639,7,0.021253108241234282,39,1.114239432138496e-05,0.9887157341746857
640,0,0.021544597051293024,450,8.164350184682208e-05,0.18948279690705033
641,1,0.021577081941898436,450,8.164350184682208e-05,0.18948279690705033
642,2,0.021789180815447146,450,8.164350184682208e-05,0.18948279690705033
643,3,0.02133943517212006,450,8.164350184682208e-05,0.18948279690705033
644,4,0.022075087714266632,450,8.164350184682208e-05,0.18948279690705033
645,5,0.02247780246808068,450,8.164350184682208e-05,0.18948279690705033
646,6,0.0216789004337643,450,8.164350184682208e-05,0.18948279690705033
647,7,0.02177537987855294,450,8.164350184682208e-05,0.18948279690705033
648,0,0.016767249174304902,631,0.00012421236804416552,0.9975201874472
649,1,0.017078053775308386,631,0.00012421236804416552,0.9975201874472
650,2,0.016741116575900893,631,0.00012421236804416552,0.9975201874472
651,3,0.01669990767267033,631,0.00012421236804416552,0.9975201874472
652,4,0.017417033935303312,631,0.00012421236804416552,0.9975201874472
653,5,0.01745708477162264,631,0.00012421236804416552,0.9975201874472
654,6,0.017314011107785427,631,0.00012421236804416552,0.9975201874472
655,7,0.016898953255219406,631,0.00012421236804416552,0.9975201874472
656,0,0.029200043465984038,753,0.0005723679471505418,0.013851896356191416
657,1,0.027974153652309593,753,0.0005723679471505418,0.013851896356191416
658,2,0.028078612100426607,753,0.0005723679471505418,0.013851896356191416
659,3,0.027393463288404977,753,0.0005723679471505418,0.013851896356191416
660,4,0.028092788309863365,753,0.0005723679471505418,0.013851896356191416
661,5,0.029130327605499738,753,0.0005723679471505418,0.013851896356191416
662,6,0.02871158240808064,753,0.0005723679471505418,0.013851896356191416
663,7,0.029065587453633898,753,0.0005723679471505418,0.013851896356191416
664,0,0.01679081836612313,988,1.02845506021382e-05,0.9661636266273496
665,1,0.016996663714061503,988,1.02845506021382e-05,0.9661636266273496
666,2,0.016669858386567957,988,1.02845506021382e-05,0.9661636266273496
667,3,0.016641688402388798,988,1.02845506021382e-05,0.9661636266273496
668,4,0.017295918936402786,988,1.02845506021382e-05,0.9661636266273496
669,5,0.017349780873561937,988,1.02845506021382e-05,0.9661636266273496
670,6,0.017239068396655958,988,1.02845506021382e-05,0.9661636266273496
671,7,0.01679497565672974,988,1.02845506021382e-05,0.9661636266273496
672,0,0.0255364043478675,436,0.7994095407086833,0.0014544868012747272
673,1,0.024268827594700476,436,0.7994095407086833,0.0014544868012747272
674,2,0.02478901278886435,436,0.7994095407086833,0.0014544868012747272
675,3,0.024357897470738032,436,0.7994095407086833,0.0014544868012747272
676,4,0.02482904879813134,436,0.7994095407086833,0.0014544868012747272
677,5,0.025595218311341556,436,0.7994095407086833,0.0014544868012747272
678,6,0.024844876625032288,436,0.7994095407086833,0.0014544868012747272
679,7,0.025479061144846327,436,0.7994095407086833,0.0014544868012747272
680,0,0.02985334196307637,578,0.010793611819811469,0.001
681,1,0.029009677281835008,578,0.010793611819811469,0.001
682,2,0.029262563520329844,578,0.010793611819811469,0.001
683,3,0.028758502270175616,578,0.010793611819811469,0.001
684,4,0.029365075381688716,578,0.010793611819811469,0.001
685,5,0.030194360956401267,578,0.010793611819811469,0.001
686,6,0.029769751793098365,578,0.010793611819811469,0.001
687,7,0.03002356324023674,578,0.010793611819811469,0.001
688,0,0.02930720932519871,699,0.002363373177060422,0.001
689,1,0.028709640492690536,699,0.002363373177060422,0.001
690,2,0.02894882098730554,699,0.002363373177060422,0.001
691,3,0.0282284832187557,699,0.002363373177060422,0.001
692,4,0.029097188363400132,699,0.002363373177060422,0.001
693,5,0.029872920118956817,699,0.002363373177060422,0.001
694,6,0.029285207514779702,699,0.002363373177060422,0.001
695,7,0.029560866886500673,699,0.002363373177060422,0.001
696,0,0.031085685890053495,775,0.05477307192674328,0.001
697,1,0.03021021917172346,775,0.05477307192674328,0.001
698,2,0.030067819140583433,775,0.05477307192674328,0.001
699,3,0.02971671900660247,775,0.05477307192674328,0.001
700,4,0.03006968942298215,775,0.05477307192674328,0.001
701,5,0.03117986410837165,775,0.05477307192674328,0.001
702,6,0.03071021175106808,775,0.05477307192674328,0.001
703,7,0.030822694041363126,775,0.05477307192674328,0.001
704,0,0.02905010565089534,404,2.1267409136888216e-05,0.001
705,1,0.02837830924670685,404,2.1267409136888216e-05,0.001
706,2,0.028794676226908313,404,2.1267409136888216e-05,0.001
707,3,0.02811486359151745,404,2.1267409136888216e-05,0.001
708,4,0.02893278983948542,404,2.1267409136888216e-05,0.001
709,5,0.029497022127892784,404,2.1267409136888216e-05,0.001
710,6,0.029113408208739096,404,2.1267409136888216e-05,0.001
711,7,0.02928438387927525,404,2.1267409136888216e-05,0.001
712,0,0.018354162105911044,492,1.3011980311538112e-05,0.6236291227043029
713,1,0.01829402973762865,492,1.3011980311538112e-05,0.6236291227043029
714,2,0.01822363710026949,492,1.3011980311538112e-05,0.6236291227043029
715,3,0.01811744099681837,492,1.3011980311538112e-05,0.6236291227043029
716,4,0.01869151983887982,492,1.3011980311538112e-05,0.6236291227043029
717,5,0.018971217595955905,492,1.3011980311538112e-05,0.6236291227043029
718,6,0.018642024138133106,492,1.3011980311538112e-05,0.6236291227043029
719,7,0.018406838289097262,492,1.3011980311538112e-05,0.6236291227043029
720,0,0.02199168594081647,592,1.0369466200602186e-05,0.15915247532205803
721,1,0.021893034378113546,592,1.0369466200602186e-05,0.15915247532205803
722,2,0.02206502314683957,592,1.0369466200602186e-05,0.15915247532205803
723,3,0.021737658148163995,592,1.0369466200602186e-05,0.15915247532205803
724,4,0.022458373565580933,592,1.0369466200602186e-05,0.15915247532205803
725,5,0.022877389696863256,592,1.0369466200602186e-05,0.15915247532205803
726,6,0.021985473094422597,592,1.0369466200602186e-05,0.15915247532205803
727,7,0.022141891014371574,592,1.0369466200602186e-05,0.15915247532205803
728,0,0.03010658287567161,780,0.017820512703669026,0.001
729,1,0.02944185104659615,780,0.017820512703669026,0.001
730,2,0.029485037782426154,780,0.017820512703669026,0.001
731,3,0.02906912909831214,780,0.017820512703669026,0.001
732,4,0.02943249028849335,780,0.017820512703669026,0.001
733,5,0.03048176953501524,780,0.017820512703669026,0.001
734,6,0.0299486656879656,780,0.017820512703669026,0.001
735,7,0.030212583902715827,780,0.017820512703669026,0.001
736,0,0.01629723753049749,411,0.00443908447338248,0.6131176958367465
737,1,0.016312046155376455,411,0.00443908447338248,0.6131176958367465
738,2,0.016268965804234894,411,0.00443908447338248,0.6131176958367465
739,3,0.016011605846236156,411,0.00443908447338248,0.6131176958367465
740,4,0.01648634652951053,411,0.00443908447338248,0.6131176958367465
741,5,0.017015959273661913,411,0.00443908447338248,0.6131176958367465
742,6,0.01696810827161021,411,0.00443908447338248,0.6131176958367465
743,7,0.01647171064926995,411,0.00443908447338248,0.6131176958367465
744,0,0.02851101244015518,489,0.1527986152316919,0.0032812267223788077
745,1,0.02741812836411477,489,0.1527986152316919,0.0032812267223788077
746,2,0.027241082028379316,489,0.1527986152316919,0.0032812267223788077
747,3,0.026818408929303976,489,0.1527986152316919,0.0032812267223788077
748,4,0.027632885918872738,489,0.1527986152316919,0.0032812267223788077
749,5,0.028228051349499295,489,0.1527986152316919,0.0032812267223788077
750,6,0.028093555457368857,489,0.1527986152316919,0.0032812267223788077
751,7,0.028179825811785606,489,0.1527986152316919,0.0032812267223788077
752,0,0.02915530443638591,813,0.0001578576024427057,0.001
753,1,0.028598838852494646,813,0.0001578576024427057,0.001
754,2,0.028851169276575106,813,0.0001578576024427057,0.001
755,3,0.028110251184181242,813,0.0001578576024427057,0.001
756,4,0.028797450151847037,813,0.0001578576024427057,0.001
757,5,0.029693294208699664,813,0.0001578576024427057,0.001
758,6,0.02918179853004775,813,0.0001578576024427057,0.001
759,7,0.029407794914680006,813,0.0001578576024427057,0.001
760,0,0.016405831104511874,983,0.00037058105739443305,0.8786843231341444
761,1,0.016682013897770385,983,0.00037058105739443305,0.8786843231341444
762,2,0.01643142159911062,983,0.00037058105739443305,0.8786843231341444
763,3,0.016273499522526772,983,0.00037058105739443305,0.8786843231341444
764,4,0.016915764030299235,983,0.00037058105739443305,0.8786843231341444
765,5,0.016949184666055765,983,0.00037058105739443305,0.8786843231341444
766,6,0.016998474936218103,983,0.00037058105739443305,0.8786843231341444
767,7,0.01645593583006266,983,0.00037058105739443305,0.8786843231341444
768,0,4.8621620678386624e-05,6,0.1476580138287024,0.17269622746457783
769,1,2.844448233884223e-05,6,0.1476580138287024,0.17269622746457783
770,2,6.439972110727948e-05,6,0.1476580138287024,0.17269622746457783
771,3,4.340017958695001e-05,6,0.1476580138287024,0.17269622746457783
772,4,4.0371666300194716e-05,6,0.1476580138287024,0.17269622746457783
773,5,1.940008894839885e-05,6,0.1476580138287024,0.17269622746457783
774,6,2.0476713083716975e-05,6,0.1476580138287024,0.17269622746457783
775,7,4.754619202833133e-05,6,0.1476580138287024,0.17269622746457783
776,0,0.022370605414529014,17,0.0061326952455420265,0.13412733722383294
777,1,0.0217125741506524,17,0.0061326952455420265,0.13412733722383294
778,2,0.021912350581968748,17,0.0061326952455420265,0.13412733722383294
779,3,0.021463071443616234,17,0.0061326952455420265,0.13412733722383294
780,4,0.02219593980937075,17,0.0061326952455420265,0.13412733722383294
781,5,0.02260637009814396,17,0.0061326952455420265,0.13412733722383294
782,6,0.021970776737313746,17,0.0061326952455420265,0.13412733722383294
783,7,0.022630360033323502,17,0.0061326952455420265,0.13412733722383294
784,0,0.029203930022938734,1000,1.7988415948882323e-05,0.001
785,1,0.028576560104462377,1000,1.7988415948882323e-05,0.001
786,2,0.028936992386982704,1000,1.7988415948882323e-05,0.001
787,3,0.02815818854729368,1000,1.7988415948882323e-05,0.001
788,4,0.028659684579178876,1000,1.7988415948882323e-05,0.001
789,5,0.02969760314136638,1000,1.7988415948882323e-05,0.001
790,6,0.02915974607608868,1000,1.7988415948882323e-05,0.001
791,7,0.029456232003877373,1000,1.7988415948882323e-05,0.001
792,0,0.02967969218468933,792,0.007017143018354344,0.001
793,1,0.029014848288199786,792,0.007017143018354344,0.001
794,2,0.029199961840692158,792,0.007017143018354344,0.001
795,3,0.02875748081001014,792,0.007017143018354344,0.001
796,4,0.02915854851610738,792,0.007017143018354344,0.001
797,5,0.03019212537609199,792,0.007017143018354344,0.001
798,6,0.029574363883702607,792,0.007017143018354344,0.001
799,7,0.02978478696075003,792,0.007017143018354344,0.001
